"type","Status","Amount_In_Dollars","Original_Date","Traded_Time","Last_Updated","Deposit_Type","Fee_In_Dollars","Market_Title","Market_Ticker","Market_Id","Filled","Remaining","Direction","Order_Type","Price_In_Cents","No_Contracts_Owned","No_Contracts_Average_Price_In_Cents","Yes_Contracts_Owned","Yes_Contracts_Average_Price_In_Cents","Result","Profit_In_Dollars","Credit_Reason","Credit_Type","Introducing_Broker"
"Trade","","1","2026-05-08T10:53:38.431Z","6:53am EDT","","","0.01","","KXLOWTSEA-26MAY08-B46.5","eae616c2-1b54-442d-aadd-fbc02f0bfd6c","","","No","Taker","8","","","","","","","","",""
"Order","Filled","","2026-05-08T10:51:13.178Z","","","","","","KXLOWTSFO-26MAY08-B50.5","0816e78c-7336-49df-98e8-9f7f5f7e5838","1","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:49:28.126Z","","","","","","KXLOWTSFO-26MAY08-B50.5","0816e78c-7336-49df-98e8-9f7f5f7e5838","1.1","0","","","","","","","","","","","",""
"Trade","","1.1","2026-05-08T10:49:28.126Z","6:49am EDT","","","0.01","","KXLOWTSFO-26MAY08-B50.5","0816e78c-7336-49df-98e8-9f7f5f7e5838","","","No","Taker","10","","","","","","","","",""
"Trade","","1.26","2026-05-08T10:49:09.975Z","6:49am EDT","","","0.00","","KXLOWTPHIL-26MAY08-B48.5","47d6f55e-c627-44df-84a2-862408072fa4","","","Yes","Maker","14","","","","","","","","",""
"Order","Filled","","2026-05-08T10:48:15.842Z","","","","","","KXLOWTDC-26MAY08-B45.5","8976e4ef-b9f0-4c61-b18f-f97b5a1a5d7c","1.15","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:48:05.153Z","","","","","","KXLOWTDC-26MAY08-B45.5","8976e4ef-b9f0-4c61-b18f-f97b5a1a5d7c","1.15","0","","","","","","","","","","","",""
"Trade","","1.15","2026-05-08T10:48:05.153Z","6:48am EDT","","","0.01","","KXLOWTDC-26MAY08-B45.5","8976e4ef-b9f0-4c61-b18f-f97b5a1a5d7c","","","No","Taker","14","","","","","","","","",""
"Order","Filled","","2026-05-08T10:46:45.564Z","","","","","","KXLOWTLV-26MAY08-B67.5","62be58cd-889e-4293-9d0c-262fb6b2b792","1.1","0","","","","","","","","","","","",""
"Trade","","1.1","2026-05-08T10:46:45.564Z","6:46am EDT","","","0.01","","KXLOWTLV-26MAY08-B67.5","62be58cd-889e-4293-9d0c-262fb6b2b792","","","No","Taker","10","","","","","","","","",""
"Trade","","1","2026-05-08T10:42:55.373Z","6:42am EDT","","","0.00","","KXHIGHTSEA-26MAY08-B65.5","807455bb-0539-4662-88de-51201494a4df","","","No","Maker","13","","","","","","","","",""
"Order","Filled","","2026-05-08T10:42:10.104Z","","","","","","KXLOWTPHX-26MAY08-B66.5","3cec6279-3528-4147-991e-f217a1b12700","1.18","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:42:03.043Z","","","","","","KXLOWTPHX-26MAY08-B66.5","3cec6279-3528-4147-991e-f217a1b12700","1.18","0","","","","","","","","","","","",""
"Trade","","1","2026-05-08T10:42:03.043Z","6:42am EDT","","","0.02","","KXLOWTPHX-26MAY08-B66.5","3cec6279-3528-4147-991e-f217a1b12700","","","No","Taker","19","","","","","","","","",""
"Trade","","0.18","2026-05-08T10:42:03.043Z","6:42am EDT","","","0.00","","KXLOWTPHX-26MAY08-B66.5","3cec6279-3528-4147-991e-f217a1b12700","","","No","Taker","10","","","","","","","","",""
"Order","Filled","","2026-05-08T10:40:14.840Z","","","","","","KXLOWTPHIL-26MAY08-B48.5","47d6f55e-c627-44df-84a2-862408072fa4","1.26","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:40:05.103Z","","","","","","KXLOWTPHIL-26MAY08-B48.5","47d6f55e-c627-44df-84a2-862408072fa4","1.26","0","","","","","","","","","","","",""
"Trade","","1.26","2026-05-08T10:40:05.103Z","6:40am EDT","","","0.01","","KXLOWTPHIL-26MAY08-B48.5","47d6f55e-c627-44df-84a2-862408072fa4","","","No","Taker","22","","","","","","","","",""
"Order","Filled","","2026-05-08T10:38:35.429Z","","","","","","KXLOWTDEN-26MAY08-B43.5","7f3309b5-bfbb-4edb-9ec3-26d5da4d26fd","1.23","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:38:18.396Z","","","","","","KXLOWTDEN-26MAY08-B43.5","7f3309b5-bfbb-4edb-9ec3-26d5da4d26fd","1.23","0","","","","","","","","","","","",""
"Trade","","1.23","2026-05-08T10:38:18.396Z","6:38am EDT","","","0.01","","KXLOWTDEN-26MAY08-B43.5","7f3309b5-bfbb-4edb-9ec3-26d5da4d26fd","","","No","Taker","21","","","","","","","","",""
"Order","Filled","","2026-05-08T10:36:13.131Z","","","","","","KXHIGHTNOLA-26MAY08-B76.5","4600f0cd-267c-4fad-855c-c2c102a30039","1.59","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:36:00.270Z","","","","","","KXHIGHTNOLA-26MAY08-B76.5","4600f0cd-267c-4fad-855c-c2c102a30039","1.59","0","","","","","","","","","","","",""
"Trade","","1.59","2026-05-08T10:36:00.270Z","6:36am EDT","","","0.03","","KXHIGHTNOLA-26MAY08-B76.5","4600f0cd-267c-4fad-855c-c2c102a30039","","","No","Taker","39","","","","","","","","",""
"Order","Filled","","2026-05-08T10:34:19.153Z","","","","","","KXLOWTLAX-26MAY08-B58.5","dbbbe600-ea77-4d08-91e5-071e6aa1d890","1.39","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:34:01.902Z","","","","","","KXLOWTLAX-26MAY08-B58.5","dbbbe600-ea77-4d08-91e5-071e6aa1d890","1.39","0","","","","","","","","","","","",""
"Trade","","1.39","2026-05-08T10:34:01.902Z","6:34am EDT","","","0.02","","KXLOWTLAX-26MAY08-B58.5","dbbbe600-ea77-4d08-91e5-071e6aa1d890","","","No","Taker","30","","","","","","","","",""
"Order","Filled","","2026-05-08T10:32:24.772Z","","","","","","KXHIGHTSATX-26MAY08-B79.5","efabad47-7e95-4cc5-ad72-38f4f148bb1f","1.44","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:32:12.510Z","","","","","","KXHIGHTSATX-26MAY08-B79.5","efabad47-7e95-4cc5-ad72-38f4f148bb1f","1.44","0","","","","","","","","","","","",""
"Trade","","1","2026-05-08T10:32:12.510Z","6:32am EDT","","","0.02","","KXHIGHTSATX-26MAY08-B79.5","efabad47-7e95-4cc5-ad72-38f4f148bb1f","","","No","Taker","33","","","","","","","","",""
"Trade","","0.44","2026-05-08T10:32:12.510Z","6:32am EDT","","","0.01","","KXHIGHTSATX-26MAY08-B79.5","efabad47-7e95-4cc5-ad72-38f4f148bb1f","","","No","Taker","32","","","","","","","","",""
"Order","Filled","","2026-05-08T10:29:45.540Z","","","","","","KXHIGHTOKC-26MAY08-B85.5","6094aac3-fd72-4f3a-a927-f424b2cda4a6","1.34","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:29:26.888Z","","","","","","KXHIGHTOKC-26MAY08-B85.5","6094aac3-fd72-4f3a-a927-f424b2cda4a6","1.34","0","","","","","","","","","","","",""
"Trade","","1.34","2026-05-08T10:29:26.888Z","6:29am EDT","","","0.02","","KXHIGHTOKC-26MAY08-B85.5","6094aac3-fd72-4f3a-a927-f424b2cda4a6","","","No","Taker","27","","","","","","","","",""
"Order","Filled","","2026-05-08T10:27:46.973Z","","","","","","KXHIGHTHOU-26MAY08-B80.5","4f51a44a-7bb6-44db-bf4d-16f4813fdf06","1.32","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:27:29.558Z","","","","","","KXHIGHTHOU-26MAY08-B80.5","4f51a44a-7bb6-44db-bf4d-16f4813fdf06","1.32","0","","","","","","","","","","","",""
"Trade","","1.32","2026-05-08T10:27:29.558Z","6:27am EDT","","","0.02","","KXHIGHTHOU-26MAY08-B80.5","4f51a44a-7bb6-44db-bf4d-16f4813fdf06","","","No","Taker","26","","","","","","","","",""
"Trade","","1.43","2026-05-08T10:19:04.699Z","6:19am EDT","","","0.00","","KXLOWTMIA-26MAY08-B73.5","7d0e7401-3ae2-4e12-a11f-0a00084e3328","","","Yes","Maker","24","","","","","","","","",""
"Order","Filled","","2026-05-08T10:16:16.139Z","","","","","","KXLOWTMIA-26MAY08-B73.5","7d0e7401-3ae2-4e12-a11f-0a00084e3328","1.43","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:16:05.078Z","","","","","","KXLOWTMIA-26MAY08-B73.5","7d0e7401-3ae2-4e12-a11f-0a00084e3328","1.43","0","","","","","","","","","","","",""
"Trade","","1.43","2026-05-08T10:16:05.078Z","6:16am EDT","","","0.02","","KXLOWTMIA-26MAY08-B73.5","7d0e7401-3ae2-4e12-a11f-0a00084e3328","","","No","Taker","32","","","","","","","","",""
"Order","Filled","","2026-05-08T10:12:33.912Z","","","","","","KXHIGHTSEA-26MAY08-B65.5","807455bb-0539-4662-88de-51201494a4df","1","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:11:09.666Z","","","","","","KXHIGHTBOS-26MAY08-B64.5","9e3f30db-987a-42b9-87c7-27dc52a50218","1","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:10:01.845Z","","","","","","KXHIGHTBOS-26MAY08-B64.5","9e3f30db-987a-42b9-87c7-27dc52a50218","1.11","0","","","","","","","","","","","",""
"Trade","","1.11","2026-05-08T10:10:01.845Z","6:10am EDT","","","0.01","","KXHIGHTBOS-26MAY08-B64.5","9e3f30db-987a-42b9-87c7-27dc52a50218","","","No","Taker","11","","","","","","","","",""
"Order","Filled","","2026-05-08T10:08:55.881Z","","","","","","KXHIGHTSFO-26MAY08-B66.5","eda317e9-b02f-4dc5-b60e-35dadc219132","1.17","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:08:42.989Z","","","","","","KXHIGHTSFO-26MAY08-B66.5","eda317e9-b02f-4dc5-b60e-35dadc219132","1.17","0","","","","","","","","","","","",""
"Trade","","1.17","2026-05-08T10:08:42.989Z","6:08am EDT","","","0.01","","KXHIGHTSFO-26MAY08-B66.5","eda317e9-b02f-4dc5-b60e-35dadc219132","","","No","Taker","16","","","","","","","","",""
"Order","Filled","","2026-05-08T10:07:15.365Z","","","","","","KXHIGHTLV-26MAY08-B97.5","cfc8876c-0f92-4283-a6e8-2325200eafe5","1.2","0","","","","","","","","","","","",""
"Trade","","1.2","2026-05-08T10:07:15.365Z","6:07am EDT","","","0.01","","KXHIGHTLV-26MAY08-B97.5","cfc8876c-0f92-4283-a6e8-2325200eafe5","","","No","Taker","18","","","","","","","","",""
"Order","Filled","","2026-05-08T10:00:48.863Z","","","","","","KXHIGHTDC-26MAY08-B69.5","1c516b90-bcd4-44f4-8050-ddf9530b94da","1.2","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T10:00:03.768Z","","","","","","KXHIGHTDC-26MAY08-B69.5","1c516b90-bcd4-44f4-8050-ddf9530b94da","1.2","0","","","","","","","","","","","",""
"Trade","","1.2","2026-05-08T10:00:03.768Z","6:00am EDT","","","0.01","","KXHIGHTDC-26MAY08-B69.5","1c516b90-bcd4-44f4-8050-ddf9530b94da","","","No","Taker","18","","","","","","","","",""
"Order","Filled","","2026-05-08T09:58:50.818Z","","","","","","KXLOWTNYC-26MAY08-B44.5","1eacc186-1ea3-42e4-816a-d9233ebbcb95","1.11","0","","","","","","","","","","","",""
"Trade","","1.11","2026-05-08T09:58:50.818Z","5:58am EDT","","","0.01","","KXLOWTNYC-26MAY08-B44.5","1eacc186-1ea3-42e4-816a-d9233ebbcb95","","","No","Taker","11","","","","","","","","",""
"Order","Filled","","2026-05-08T09:56:06.545Z","","","","","","KXHIGHPHIL-26MAY08-B71.5","37e011a7-cd3e-472b-b3ca-6931c09cc327","1.09","0","","","","","","","","","","","",""
"Trade","","1.09","2026-05-08T09:56:06.545Z","5:56am EDT","","","0.00","","KXHIGHPHIL-26MAY08-B71.5","37e011a7-cd3e-472b-b3ca-6931c09cc327","","","No","Taker","9","","","","","","","","",""
"Order","Filled","","2026-05-08T09:52:50.613Z","","","","","","KXHIGHMIA-26MAY08-T93","5ff5c1b7-9ef9-44a4-9b76-5f988e003b4c","1.15","0","","","","","","","","","","","",""
"Trade","","1.15","2026-05-08T09:52:50.613Z","5:52am EDT","","","0.01","","KXHIGHMIA-26MAY08-T93","5ff5c1b7-9ef9-44a4-9b76-5f988e003b4c","","","No","Taker","14","","","","","","","","",""
"Order","Filled","","2026-05-08T09:48:33.761Z","","","","","","KXHIGHNY-26MAY08-B64.5","bc09b885-5e2f-4f91-8827-3265e6ad32d1","2.13","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T09:48:04.512Z","","","","","","KXHIGHNY-26MAY08-B64.5","bc09b885-5e2f-4f91-8827-3265e6ad32d1","2.13","0","","","","","","","","","","","",""
"Trade","","2.13","2026-05-08T09:48:04.512Z","5:48am EDT","","","0.04","","KXHIGHNY-26MAY08-B64.5","bc09b885-5e2f-4f91-8827-3265e6ad32d1","","","No","Taker","55","","","","","","","","",""
"Order","Filled","","2026-05-08T09:46:59.468Z","","","","","","KXHIGHLAX-26MAY08-B68.5","a21639a7-d528-4cac-a7da-e69096072c72","1.73","0","","","","","","","","","","","",""
"Order","Filled","","2026-05-08T09:46:31.611Z","","","","","","KXHIGHLAX-26MAY08-B68.5","a21639a7-d528-4cac-a7da-e69096072c72","1.73","0","","","","","","","","","","","",""
"Trade","","1.73","2026-05-08T09:46:31.611Z","5:46am EDT","","","0.03","","KXHIGHLAX-26MAY08-B68.5","a21639a7-d528-4cac-a7da-e69096072c72","","","No","Taker","44","","","","","","","","",""
"Order","Filled","","2026-05-08T02:52:26.186Z","","","","","","KXLOWTLV-26MAY07-B63.5","ca3a2a91-0829-4d0d-8683-35b5e8b1e894","1.19","0","","","","","","","","","","","",""
"Trade","","1.19","2026-05-08T02:52:26.186Z","10:52pm EDT","","","0.00","","KXLOWTLV-26MAY07-B63.5","ca3a2a91-0829-4d0d-8683-35b5e8b1e894","","","Yes","Taker","1","","","","","","","","",""
"Order","Filled","","2026-05-08T02:52:18.099Z","","","","","","KXLOWTATL-26MAY07-B63.5","b94903b4-2601-45cb-858d-c496c2e8fe11","1.12","0","","","","","","","","","","","",""
"Trade","","1.12","2026-05-08T02:52:18.099Z","10:52pm EDT","","","0.00","","KXLOWTATL-26MAY07-B63.5","b94903b4-2601-45cb-858d-c496c2e8fe11","","","Yes","Taker","5","","","","","","","","",""
"Order","Filled","","2026-05-08T02:52:11.500Z","","","","","","KXLOWTPHX-26MAY07-B65.5","12240c88-4fe8-4ff4-82f9-d882e4cb1eeb","1.19","0","","","","","","","","","","","",""
"Trade","","1.19","2026-05-08T02:52:11.500Z","10:52pm EDT","","","0.00","","KXLOWTPHX-26MAY07-B65.5","12240c88-4fe8-4ff4-82f9-d882e4cb1eeb","","","Yes","Taker","1","","","","","","","","",""
"Order","Filled","","2026-05-08T02:52:03.434Z","","","","","","KXLOWTMIA-26MAY07-B72.5","328c1651-4614-4bc3-aa94-dcf02314cc98","1.23","0","","","","","","","","","","","",""
"Trade","","1.23","2026-05-08T02:52:03.434Z","10:52pm EDT","","","0.00","","KXLOWTMIA-26MAY07-B72.5","328c1651-4614-4bc3-aa94-dcf02314cc98","","","Yes","Taker","1","","","","","","","","",""
"Order","Filled","","2026-05-08T02:51:48.922Z","","","","","","KXLOWTLAX-26MAY07-B54.5","c6b63fe1-8ee2-4aeb-be64-e1f7bcf17502","1.1","0","","","","","","","","","","","",""
"Trade","","1.1","2026-05-08T02:51:48.922Z","10:51pm EDT","","","0.00","","KXLOWTLAX-26MAY07-B54.5","c6b63fe1-8ee2-4aeb-be64-e1f7bcf17502","","","Yes","Taker","3","","","","","","","","",""
"Order","Filled","","2026-05-08T02:51:42.228Z","","","","","","KXLOWTPHIL-26MAY07-B49.5","36336d1e-a0b5-4433-9d65-928ffa9b2809","1.07","0","","","","","","","","","","","",""
"Trade","","1.07","2026-05-08T02:51:42.228Z","10:51pm EDT","","","0.00","","KXLOWTPHIL-26MAY07-B49.5","36336d1e-a0b5-4433-9d65-928ffa9b2809","","","Yes","Taker","1","","","","","","","","",""
"Order","Filled","","2026-05-08T02:51:32.832Z","","","","","","KXLOWTNYC-26MAY07-B47.5","67bfc0da-7479-48dc-8005-74a728d7b462","1.29","0","","","","","","","","","","","",""
"Trade","","1.29","2026-05-08T02:51:32.832Z","10:51pm EDT","","","0.00","","KXLOWTNYC-26MAY07-B47.5","67bfc0da-7479-48dc-8005-74a728d7b462","","","Yes","Taker","1","","","","","","","","",""
"Order","Filled","","2026-05-07T10:20:06.396Z","","","","","","KXLOWTSFO-26MAY07-B50.5","6bb5bb20-e97f-4b80-900b-8c75e52bf495","1.09","0","","","","","","","","","","","",""
"Trade","","0.09","2026-05-07T10:20:06.396Z","6:20am EDT","","","0.00","","KXLOWTSFO-26MAY07-B50.5","6bb5bb20-e97f-4b80-900b-8c75e52bf495","","","No","Taker","8","","","","","","","","",""
"Trade","","1","2026-05-07T10:20:06.396Z","6:20am EDT","","","0.01","","KXLOWTSFO-26MAY07-B50.5","6bb5bb20-e97f-4b80-900b-8c75e52bf495","","","No","Taker","10","","","","","","","","",""
"Order","Filled","","2026-05-07T10:19:00.476Z","","","","","","KXLOWTDC-26MAY07-B53.5","6f06ebcf-fb6b-4f75-be71-300775e31e1b","1.19","0","","","","","","","","","","","",""
"Trade","","1","2026-05-07T10:19:00.476Z","6:19am EDT","","","0.02","","KXLOWTDC-26MAY07-B53.5","6f06ebcf-fb6b-4f75-be71-300775e31e1b","","","No","Taker","19","","","","","","","","",""
"Trade","","0.19","2026-05-07T10:19:00.476Z","6:19am EDT","","","0.00","","KXLOWTDC-26MAY07-B53.5","6f06ebcf-fb6b-4f75-be71-300775e31e1b","","","No","Taker","13","","","","","","","","",""
"Order","Filled","","2026-05-07T10:17:49.271Z","","","","","","KXLOWTLV-26MAY07-B63.5","ca3a2a91-0829-4d0d-8683-35b5e8b1e894","1.19","0","","","","","","","","","","","",""
"Trade","","0.19","2026-05-07T10:17:49.271Z","6:17am EDT","","","0.00","","KXLOWTLV-26MAY07-B63.5","ca3a2a91-0829-4d0d-8683-35b5e8b1e894","","","No","Taker","13","","","","","","","","",""
"Trade","","1","2026-05-07T10:17:49.271Z","6:17am EDT","","","0.02","","KXLOWTLV-26MAY07-B63.5","ca3a2a91-0829-4d0d-8683-35b5e8b1e894","","","No","Taker","19","","","","","","","","",""
"Order","Filled","","2026-05-07T10:17:04.605Z","","","","","","KXLOWTATL-26MAY07-B63.5","b94903b4-2601-45cb-858d-c496c2e8fe11","1.12","0","","","","","","","","","","","",""
"Trade","","1.12","2026-05-07T10:17:04.605Z","6:17am EDT","","","0.01","","KXLOWTATL-26MAY07-B63.5","b94903b4-2601-45cb-858d-c496c2e8fe11","","","No","Taker","12","","","","","","","","",""
"Order","Filled","","2026-05-07T10:15:35.786Z","","","","","","KXLOWTPHX-26MAY07-B65.5","12240c88-4fe8-4ff4-82f9-d882e4cb1eeb","1.19","0","","","","","","","","","","","",""
"Trade","","1","2026-05-07T10:15:35.786Z","6:15am EDT","","","0.02","","KXLOWTPHX-26MAY07-B65.5","12240c88-4fe8-4ff4-82f9-d882e4cb1eeb","","","No","Taker","19","","","","","","","","",""
"Trade","","0.19","2026-05-07T10:15:35.786Z","6:15am EDT","","","0.00","","KXLOWTPHX-26MAY07-B65.5","12240c88-4fe8-4ff4-82f9-d882e4cb1eeb","","","No","Taker","13","","","","","","","","",""
"Order","Filled","","2026-05-07T10:14:29.737Z","","","","","","KXLOWTMIA-26MAY07-B72.5","328c1651-4614-4bc3-aa94-dcf02314cc98","1.23","0","","","","","","","","","","","",""
"Trade","","1.23","2026-05-07T10:14:29.737Z","6:14am EDT","","","0.01","","KXLOWTMIA-26MAY07-B72.5","328c1651-4614-4bc3-aa94-dcf02314cc98","","","No","Taker","20","","","","","","","","",""
"Order","Filled","","2026-05-07T10:13:26.417Z","","","","","","KXLOWTLAX-26MAY07-B54.5","c6b63fe1-8ee2-4aeb-be64-e1f7bcf17502","1.1","0","","","","","","","","","","","",""
"Trade","","1","2026-05-07T10:13:26.417Z","6:13am EDT","","","0.01","","KXLOWTLAX-26MAY07-B54.5","c6b63fe1-8ee2-4aeb-be64-e1f7bcf17502","","","No","Taker","10","","","","","","","","",""
"Trade","","0.1","2026-05-07T10:13:26.417Z","6:13am EDT","","","0.00","","KXLOWTLAX-26MAY07-B54.5","c6b63fe1-8ee2-4aeb-be64-e1f7bcf17502","","","No","Taker","10","","","","","","","","",""
"Order","Filled","","2026-05-07T10:11:50.648Z","","","","","","KXLOWTPHIL-26MAY07-B49.5","36336d1e-a0b5-4433-9d65-928ffa9b2809","1.07","0","","","","","","","","","","","",""
"Trade","","1","2026-05-07T10:11:50.648Z","6:11am EDT","","","0.01","","KXLOWTPHIL-26MAY07-B49.5","36336d1e-a0b5-4433-9d65-928ffa9b2809","","","No","Taker","7","","","","","","","","",""
"Trade","","0.07","2026-05-07T10:11:50.648Z","6:11am EDT","","","0.00","","KXLOWTPHIL-26MAY07-B49.5","36336d1e-a0b5-4433-9d65-928ffa9b2809","","","No","Taker","7","","","","","","","","",""
"Order","Filled","","2026-05-07T10:10:37.289Z","","","","","","KXLOWTNYC-26MAY07-B47.5","67bfc0da-7479-48dc-8005-74a728d7b462","1.29","0","","","","","","","","","","","",""
"Trade","","1.29","2026-05-07T10:10:37.289Z","6:10am EDT","","","0.01","","KXLOWTNYC-26MAY07-B47.5","67bfc0da-7479-48dc-8005-74a728d7b462","","","No","Taker","24","","","","","","","","",""
"Settlement","","","2026-05-05T12:03:01.499Z","","","","","","KXHIGHMIA-26MAY04-B85.5","","","","","","","3","0.91","0","0.00","no","3.00","","",""
"Settlement","","","2026-05-05T12:03:01.499Z","","","","","","KXHIGHMIA-26MAY04-B83.5","","","","","","","1","0.71","0","0.00","no","1.00","","",""
"Settlement","","","2026-05-05T12:03:01.499Z","","","","","","KXHIGHMIA-26MAY04-B79.5","","","","","","","1","0.82","0","0.00","no","1.00","","",""
"Settlement","","","2026-05-05T12:02:52.319Z","","","","","","KXHIGHCHI-26MAY04-T76","","","","","","","10","0.88","0","0.00","no","10.00","","",""
"Settlement","","","2026-05-05T12:02:52.319Z","","","","","","KXHIGHCHI-26MAY04-B82.5","","","","","","","10","0.81","0","0.00","no","10.00","","",""
"Settlement","","","2026-05-05T12:02:52.307Z","","","","","","KXHIGHNY-26MAY04-B76.5","","","","","","","0","0.00","0","0.00","no","0.00","","",""
"Settlement","","","2026-05-05T12:02:52.307Z","","","","","","KXHIGHNY-26MAY04-B70.5","","","","","","","1","0.87","0","0.00","no","1.00","","",""
"Settlement","","","2026-05-05T11:33:01.503Z","","","","","","KXHIGHLAX-26MAY04-B66.5","","","","","","","1","0.68","0","0.00","no","1.00","","",""
"Settlement","","","2026-05-05T11:33:01.503Z","","","","","","KXHIGHLAX-26MAY04-B64.5","","","","","","","0","0.00","1","0.36","no","0.00","","",""
"Settlement","","","2026-05-05T11:33:01.503Z","","","","","","KXHIGHLAX-26MAY04-B62.5","","","","","","","1","0.85","0","0.00","no","1.00","","",""
"Order","Filled","","2026-05-03T22:51:19.012Z","","","","","","KXHIGHMIA-26MAY04-B85.5","dad37224-fbc7-45ff-ad4e-79f613918e59","3","0","","","","","","","","","","","",""
"Trade","","2","2026-05-03T22:51:19.012Z","6:51pm EDT","","","0.02","","KXHIGHMIA-26MAY04-B85.5","dad37224-fbc7-45ff-ad4e-79f613918e59","","","No","Taker","9","","","","","","","","",""
"Trade","","1","2026-05-03T22:51:19.012Z","6:51pm EDT","","","0.00","","KXHIGHMIA-26MAY04-B85.5","dad37224-fbc7-45ff-ad4e-79f613918e59","","","No","Taker","9","","","","","","","","",""
"Order","Filled","","2026-05-03T22:50:14.697Z","","","","","","KXHIGHCHI-26MAY04-B82.5","ef58fbfc-dd8f-4544-9c81-a968cf7888a4","10","0","","","","","","","","","","","",""
"Trade","","10","2026-05-03T22:50:14.697Z","6:50pm EDT","","","0.11","","KXHIGHCHI-26MAY04-B82.5","ef58fbfc-dd8f-4544-9c81-a968cf7888a4","","","No","Taker","19","","","","","","","","",""
"Order","Filled","","2026-05-03T22:49:41.995Z","","","","","","KXHIGHCHI-26MAY04-T76","3774a7e7-56a2-4539-b934-a2fc06319ad9","10","0","","","","","","","","","","","",""
"Trade","","3","2026-05-03T22:49:41.995Z","6:49pm EDT","","","0.02","","KXHIGHCHI-26MAY04-T76","3774a7e7-56a2-4539-b934-a2fc06319ad9","","","No","Taker","12","","","","","","","","",""
"Trade","","7","2026-05-03T22:49:41.995Z","6:49pm EDT","","","0.06","","KXHIGHCHI-26MAY04-T76","3774a7e7-56a2-4539-b934-a2fc06319ad9","","","No","Taker","12","","","","","","","","",""
"Order","Filled","","2026-05-03T22:47:34.083Z","","","","","","KXHIGHNY-26MAY04-B70.5","f28fe8a9-2ca1-4ae0-8311-a67ec0b3f460","1","0","","","","","","","","","","","",""
"Trade","","1","2026-05-03T22:47:34.083Z","6:47pm EDT","","","0.01","","KXHIGHNY-26MAY04-B70.5","f28fe8a9-2ca1-4ae0-8311-a67ec0b3f460","","","No","Taker","13","","","","","","","","",""
"Order","Filled","","2026-05-03T22:44:17.200Z","","","","","","KXHIGHMIA-26MAY04-B83.5","f89b2e59-a0e0-4452-b014-7f3bc2f15811","1","0","","","","","","","","","","","",""
"Trade","","1","2026-05-03T22:44:17.200Z","6:44pm EDT","","","0.02","","KXHIGHMIA-26MAY04-B83.5","f89b2e59-a0e0-4452-b014-7f3bc2f15811","","","No","Taker","29","","","","","","","","",""
"Order","Filled","","2026-05-03T22:43:19.450Z","","","","","","KXHIGHMIA-26MAY04-B79.5","50b1ef54-c283-4947-8a46-2fb2fcf879f0","1","0","","","","","","","","","","","",""
"Trade","","1","2026-05-03T22:43:19.450Z","6:43pm EDT","","","0.02","","KXHIGHMIA-26MAY04-B79.5","50b1ef54-c283-4947-8a46-2fb2fcf879f0","","","No","Taker","18","","","","","","","","",""
"Order","Filled","","2026-05-03T15:15:59.011Z","","","","","","KXHIGHLAX-26MAY04-B66.5","1ad38020-e30f-4dc8-8ebb-c920e6973785","1","0","","","","","","","","","","","",""
"Trade","","1","2026-05-03T15:15:59.011Z","11:15am EDT","","","0.02","","KXHIGHLAX-26MAY04-B66.5","1ad38020-e30f-4dc8-8ebb-c920e6973785","","","No","Taker","32","","","","","","","","",""
"Order","Filled","","2026-05-03T15:13:40.908Z","","","","","","KXHIGHLAX-26MAY04-B64.5","92c6a6c8-7b9f-4d18-950a-2cdf7dbf6e44","1","0","","","","","","","","","","","",""
"Trade","","1","2026-05-03T15:13:40.908Z","11:13am EDT","","","0.02","","KXHIGHLAX-26MAY04-B64.5","92c6a6c8-7b9f-4d18-950a-2cdf7dbf6e44","","","Yes","Taker","36","","","","","","","","",""
"Order","Filled","","2026-05-03T15:12:12.830Z","","","","","","KXHIGHLAX-26MAY04-B62.5","a64bfab3-185b-4ffc-8f3e-f668123f2473","1","0","","","","","","","","","","","",""
"Trade","","1","2026-05-03T15:12:12.830Z","11:12am EDT","","","0.01","","KXHIGHLAX-26MAY04-B62.5","a64bfab3-185b-4ffc-8f3e-f668123f2473","","","No","Taker","15","","","","","","","","",""
"Deposit","Applied","25","2026-05-03T15:02:12.192Z","","May 3, 2026 at 11:02:12 AM EDT","debit","0","","","","","","","","","","","","","","","","",""
